,Survived,Age_treated,SibSp,Parch,Fare_treated,Sex,Pclass_2,Pclass_3,Embarked_Q,Embarked_S
570,1,62,0,0,10.5,0,True,False,False,True
571,1,53,2,0,51.4792,1,False,False,False,True
572,1,36,0,0,26.3875,0,False,False,False,True
573,1,25,0,0,7.75,1,False,True,True,False
574,0,16,0,0,8.05,0,False,True,False,True
575,0,19,0,0,14.5,0,False,True,False,True
576,1,34,0,0,13.0,1,True,False,False,True
577,1,39,1,0,55.9,1,False,False,False,True
578,0,25,1,0,14.4583,1,False,True,False,False
579,1,32,0,0,7.925,0,False,True,False,True
580,1,25,1,1,30.0,1,True,False,False,True
581,1,39,1,1,110.8833,1,False,False,False,False
582,0,54,0,0,26.0,0,True,False,False,True
583,0,36,0,0,40.125,0,False,False,False,False
584,0,25,0,0,8.7125,0,False,True,False,False
585,1,18,0,2,79.65,1,False,False,False,True
586,0,47,0,0,15.0,0,True,False,False,True
587,1,60,1,1,79.2,0,False,False,False,False
588,0,22,0,0,8.05,0,False,True,False,True
589,0,25,0,0,8.05,0,False,True,False,True
590,0,35,0,0,7.125,0,False,True,False,True
591,1,52,1,0,78.2667,1,False,False,False,False
592,0,47,0,0,7.25,0,False,True,False,True
593,0,25,0,2,7.75,1,False,True,True,False
594,0,37,1,0,26.0,0,True,False,False,True
595,0,36,1,1,24.15,0,False,True,False,True
596,1,30,0,0,33.0,1,True,False,False,True
597,0,49,0,0,0.0,0,False,True,False,True
598,0,25,0,0,7.225,0,False,True,False,False
599,1,49,1,0,56.9292,0,False,False,False,False
600,1,24,2,1,27.0,1,True,False,False,True
601,0,25,0,0,7.8958,0,False,True,False,True
602,0,39,0,0,42.4,0,False,False,False,True
603,0,44,0,0,8.05,0,False,True,False,True
604,1,35,0,0,26.55,0,False,False,False,False
605,0,36,1,0,15.55,0,False,True,False,True
606,0,30,0,0,7.8958,0,False,True,False,True
607,1,27,0,0,30.5,0,False,False,False,True
608,1,22,1,2,41.5792,1,True,False,False,False
609,1,40,0,0,153.4625,1,False,False,False,True
610,0,39,1,5,31.275,1,False,True,False,True
611,0,25,0,0,7.05,0,False,True,False,True
612,1,25,1,0,15.5,1,False,True,True,False
613,0,25,0,0,7.75,0,False,True,True,False
614,0,35,0,0,8.05,0,False,True,False,True
615,1,24,1,2,65.0,1,True,False,False,True
616,0,34,1,1,14.4,0,False,True,False,True
617,0,26,1,0,16.1,1,False,True,False,True
618,1,4,2,1,39.0,1,True,False,False,True
619,0,26,0,0,10.5,0,True,False,False,True
620,0,27,1,0,14.4542,0,False,True,False,False
621,1,42,1,0,52.5542,0,False,False,False,True
622,1,20,1,1,15.7417,0,False,True,False,False
623,0,21,0,0,7.8542,0,False,True,False,True
624,0,21,0,0,16.1,0,False,True,False,True
625,0,61,0,0,32.3208,0,False,False,False,True
626,0,57,0,0,12.35,0,True,False,True,False
627,1,21,0,0,77.9583,1,False,False,False,True
628,0,26,0,0,7.8958,0,False,True,False,True
629,0,25,0,0,7.7333,0,False,True,True,False
630,1,80,0,0,30.0,0,False,False,False,True
631,0,51,0,0,7.0542,0,False,True,False,True
632,1,32,0,0,30.5,0,False,False,False,False
633,0,39,0,0,0.0,0,False,False,False,True
634,0,9,3,2,27.9,1,False,True,False,True
635,1,28,0,0,13.0,1,True,False,False,True
636,0,32,0,0,7.925,0,False,True,False,True
637,0,31,1,1,26.25,0,True,False,False,True
638,0,41,0,5,39.6875,1,False,True,False,True
639,0,25,1,0,16.1,0,False,True,False,True
640,0,20,0,0,7.8542,0,False,True,False,True
641,1,24,0,0,69.3,1,False,False,False,False
642,0,2,3,2,27.9,1,False,True,False,True
643,1,25,0,0,56.4958,0,False,True,False,True
644,1,0,2,1,19.2583,1,False,True,False,False
645,1,48,1,0,76.7292,0,False,False,False,False
646,0,19,0,0,7.8958,0,False,True,False,True
647,1,56,0,0,35.5,0,False,False,False,False
648,0,25,0,0,7.55,0,False,True,False,True
649,1,23,0,0,7.55,1,False,True,False,True
650,0,25,0,0,7.8958,0,False,True,False,True
651,1,18,0,1,23.0,1,True,False,False,True
652,0,21,0,0,8.4333,0,False,True,False,True
653,1,25,0,0,7.8292,1,False,True,True,False
654,0,18,0,0,6.75,1,False,True,True,False
655,0,24,2,0,73.5,0,True,False,False,True
656,0,25,0,0,7.8958,0,False,True,False,True
657,0,32,1,1,15.5,1,False,True,True,False
658,0,23,0,0,13.0,0,True,False,False,True
659,0,58,0,2,113.275,0,False,False,False,False
660,1,50,2,0,133.65,0,False,False,False,True
661,0,40,0,0,7.225,0,False,True,False,False
662,0,47,0,0,25.5875,0,False,False,False,True
663,0,36,0,0,7.4958,0,False,True,False,True
664,1,20,1,0,7.925,0,False,True,False,True
665,0,32,2,0,73.5,0,True,False,False,True
666,0,25,0,0,13.0,0,True,False,False,True
667,0,25,0,0,7.775,0,False,True,False,True
668,0,43,0,0,8.05,0,False,True,False,True
669,1,39,1,0,52.0,1,False,False,False,True
670,1,40,1,1,39.0,1,True,False,False,True
671,0,31,1,0,52.0,0,False,False,False,True
672,0,70,0,0,10.5,0,True,False,False,True
673,1,31,0,0,13.0,0,True,False,False,True
674,0,30,0,0,0.0,0,True,False,False,True
675,0,18,0,0,7.775,0,False,True,False,True
676,0,24,0,0,8.05,0,False,True,False,True
677,1,18,0,0,9.8417,1,False,True,False,True
678,0,43,1,6,46.9,1,False,True,False,True
679,1,36,0,1,512.3292,0,False,False,False,False
680,0,25,0,0,8.1375,1,False,True,True,False
681,1,27,0,0,76.7292,0,False,False,False,False
682,0,20,0,0,9.225,0,False,True,False,True
683,0,14,5,2,46.9,0,False,True,False,True
684,0,60,1,1,39.0,0,True,False,False,True
685,0,25,1,2,41.5792,0,True,False,False,False
686,0,14,4,1,39.6875,0,False,True,False,True
687,0,19,0,0,10.1708,0,False,True,False,True
688,0,18,0,0,7.7958,0,False,True,False,True
689,1,15,0,1,211.3375,1,False,False,False,True
690,1,31,1,0,57.0,0,False,False,False,True
691,1,4,0,1,13.4167,1,False,True,False,False
692,1,25,0,0,56.4958,0,False,True,False,True
693,0,25,0,0,7.225,0,False,True,False,False
694,0,60,0,0,26.55,0,False,False,False,True
695,0,52,0,0,13.5,0,True,False,False,True
696,0,44,0,0,8.05,0,False,True,False,True
697,1,25,0,0,7.7333,1,False,True,True,False
698,0,49,1,1,110.8833,0,False,False,False,False
699,0,42,0,0,7.65,0,False,True,False,True
700,1,18,1,0,227.525,1,False,False,False,False
701,1,35,0,0,26.2875,0,False,False,False,True
702,0,18,0,1,14.4542,1,False,True,False,False
703,0,25,0,0,7.7417,0,False,True,True,False
704,0,26,1,0,7.8542,0,False,True,False,True
705,0,39,0,0,26.0,0,True,False,False,True
706,1,45,0,0,13.5,1,True,False,False,True
707,1,42,0,0,26.2875,0,False,False,False,True
708,1,22,0,0,151.55,1,False,False,False,True
709,1,25,1,1,15.2458,0,False,True,False,False
710,1,24,0,0,49.5042,1,False,False,False,False
711,0,39,0,0,26.55,0,False,False,False,True
712,1,48,1,0,52.0,0,False,False,False,True
713,0,29,0,0,9.4833,0,False,True,False,True
714,0,52,0,0,13.0,0,True,False,False,True
715,0,19,0,0,7.65,0,False,True,False,True
716,1,38,0,0,227.525,1,False,False,False,False
717,1,27,0,0,10.5,1,True,False,False,True
718,0,25,0,0,15.5,0,False,True,True,False
719,0,33,0,0,7.775,0,False,True,False,True
720,1,6,0,1,33.0,1,True,False,False,True
721,0,17,1,0,7.0542,0,False,True,False,True
722,0,34,0,0,13.0,0,True,False,False,True
723,0,50,0,0,13.0,0,True,False,False,True
724,1,27,1,0,53.1,0,False,False,False,True
725,0,20,0,0,8.6625,0,False,True,False,True
726,1,30,3,0,21.0,1,True,False,False,True
727,1,25,0,0,7.7375,1,False,True,True,False
728,0,25,1,0,26.0,0,True,False,False,True
729,0,25,1,0,7.925,1,False,True,False,True
730,1,29,0,0,211.3375,1,False,False,False,True
731,0,11,0,0,18.7875,0,False,True,False,False
732,0,30,0,0,0.0,0,True,False,False,True
733,0,23,0,0,13.0,0,True,False,False,True
734,0,23,0,0,13.0,0,True,False,False,True
735,0,28,0,0,16.1,0,False,True,False,True
736,0,48,1,3,34.375,1,False,True,False,True
737,1,35,0,0,512.3292,0,False,False,False,False
738,0,25,0,0,7.8958,0,False,True,False,True
739,0,25,0,0,7.8958,0,False,True,False,True
740,1,39,0,0,30.0,0,False,False,False,True
741,0,36,1,0,78.85,0,False,False,False,True
742,1,21,2,2,262.375,1,False,False,False,False
743,0,24,1,0,16.1,0,False,True,False,True
744,1,31,0,0,7.925,0,False,True,False,True
745,0,70,1,1,71.0,0,False,False,False,True
746,0,16,1,1,20.25,0,False,True,False,True
747,1,30,0,0,13.0,1,True,False,False,True
748,0,19,1,0,53.1,0,False,False,False,True
749,0,31,0,0,7.75,0,False,True,True,False
750,1,4,1,1,23.0,1,True,False,False,True
751,1,6,0,1,12.475,0,False,True,False,True
752,0,33,0,0,9.5,0,False,True,False,True
753,0,23,0,0,7.8958,0,False,True,False,True
754,1,48,1,2,65.0,1,True,False,False,True
755,1,0,1,1,14.5,0,True,False,False,True
756,0,28,0,0,7.7958,0,False,True,False,True
757,0,18,0,0,11.5,0,True,False,False,True
758,0,34,0,0,8.05,0,False,True,False,True
759,1,33,0,0,86.5,1,False,False,False,True
760,0,25,0,0,14.5,0,False,True,False,True
761,0,41,0,0,7.125,0,False,True,False,True
762,1,20,0,0,7.2292,0,False,True,False,False
763,1,36,1,2,120.0,1,False,False,False,True
764,0,16,0,0,7.775,0,False,True,False,True
765,1,51,1,0,77.9583,1,False,False,False,True
766,0,39,0,0,39.6,0,False,False,False,False
767,0,30,0,0,7.75,1,False,True,True,False
768,0,25,1,0,24.15,0,False,True,True,False
769,0,32,0,0,8.3625,0,False,True,False,True
770,0,24,0,0,9.5,0,False,True,False,True
771,0,48,0,0,7.8542,0,False,True,False,True
772,0,57,0,0,10.5,1,True,False,False,True
773,0,25,0,0,7.225,0,False,True,False,False
774,1,54,1,3,23.0,1,True,False,False,True
775,0,18,0,0,7.75,0,False,True,False,True
776,0,25,0,0,7.75,0,False,True,True,False
777,1,5,0,0,12.475,1,False,True,False,True
778,0,25,0,0,7.7375,0,False,True,True,False
779,1,43,0,1,211.3375,1,False,False,False,True
780,1,13,0,0,7.2292,1,False,True,False,False
781,1,17,1,0,57.0,1,False,False,False,True
782,0,29,0,0,30.0,0,False,False,False,True
783,0,25,1,2,23.45,0,False,True,False,True
784,0,25,0,0,7.05,0,False,True,False,True
785,0,25,0,0,7.25,0,False,True,False,True
786,1,18,0,0,7.4958,1,False,True,False,True
787,0,8,4,1,29.125,0,False,True,True,False
788,1,1,1,2,20.575,0,False,True,False,True
789,0,46,0,0,79.2,0,False,False,False,False
790,0,25,0,0,7.75,0,False,True,True,False
791,0,16,0,0,26.0,0,True,False,False,True
792,0,25,8,2,69.55,1,False,True,False,True
793,0,39,0,0,30.6958,0,False,False,False,False
794,0,25,0,0,7.8958,0,False,True,False,True
795,0,39,0,0,13.0,0,True,False,False,True
796,1,49,0,0,25.9292,1,False,False,False,True
797,1,31,0,0,8.6833,1,False,True,False,True
798,0,30,0,0,7.2292,0,False,True,False,False
799,0,30,1,1,24.15,1,False,True,False,True
800,0,34,0,0,13.0,0,True,False,False,True
801,1,31,1,1,26.25,1,True,False,False,True
802,1,11,1,2,120.0,0,False,False,False,True
803,1,0,0,1,8.5167,0,False,True,False,False
804,1,27,0,0,6.975,0,False,True,False,True
805,0,31,0,0,7.775,0,False,True,False,True
806,0,39,0,0,0.0,0,False,False,False,True
807,0,18,0,0,7.775,1,False,True,False,True
808,0,39,0,0,13.0,0,True,False,False,True
809,1,33,1,0,53.1,1,False,False,False,True
810,0,26,0,0,7.8875,0,False,True,False,True
811,0,39,0,0,24.15,0,False,True,False,True
812,0,35,0,0,10.5,0,True,False,False,True
813,0,6,4,2,31.275,1,False,True,False,True
814,0,30,0,0,8.05,0,False,True,False,True
815,0,39,0,0,0.0,0,False,False,False,True
816,0,23,0,0,7.925,1,False,True,False,True
817,0,31,1,1,37.0042,0,True,False,False,False
818,0,43,0,0,6.45,0,False,True,False,True
819,0,10,3,2,27.9,0,False,True,False,True
820,1,52,1,1,93.5,1,False,False,False,True
821,1,27,0,0,8.6625,0,False,True,False,True
822,0,38,0,0,0.0,0,False,False,False,True
823,1,27,0,1,12.475,1,False,True,False,True
824,0,2,4,1,39.6875,0,False,True,False,True
825,0,25,0,0,6.95,0,False,True,True,False
826,0,25,0,0,56.4958,0,False,True,False,True
827,1,1,0,2,37.0042,0,True,False,False,False
828,1,25,0,0,7.75,0,False,True,True,False
829,1,62,0,0,80.0,1,False,False,False,True
830,1,15,1,0,14.4542,1,False,True,False,False
831,1,0,1,1,18.75,0,True,False,False,True
832,0,25,0,0,7.2292,0,False,True,False,False
833,0,23,0,0,7.8542,0,False,True,False,True
834,0,18,0,0,8.3,0,False,True,False,True
835,1,39,1,1,83.1583,1,False,False,False,False
836,0,21,0,0,8.6625,0,False,True,False,True
837,0,25,0,0,8.05,0,False,True,False,True
838,1,32,0,0,56.4958,0,False,True,False,True
839,1,39,0,0,29.7,0,False,False,False,False
840,0,20,0,0,7.925,0,False,True,False,True
841,0,16,0,0,10.5,0,True,False,False,True
842,1,30,0,0,31.0,1,False,False,False,False
843,0,34,0,0,6.4375,0,False,True,False,False
844,0,17,0,0,8.6625,0,False,True,False,True
845,0,42,0,0,7.55,0,False,True,False,True
846,0,25,8,2,69.55,0,False,True,False,True
847,0,35,0,0,7.8958,0,False,True,False,False
848,0,28,0,1,33.0,0,True,False,False,True
849,1,39,1,0,89.1042,1,False,False,False,False
850,0,4,4,2,31.275,0,False,True,False,True
851,0,74,0,0,7.775,0,False,True,False,True
852,0,9,1,1,15.2458,1,False,True,False,False
853,1,16,0,1,39.4,1,False,False,False,True
854,0,44,1,0,26.0,1,True,False,False,True
855,1,18,0,1,9.35,1,False,True,False,True
856,1,45,1,1,164.8667,1,False,False,False,True
857,1,51,0,0,26.55,0,False,False,False,True
858,1,24,0,3,19.2583,1,False,True,False,False
859,0,25,0,0,7.2292,0,False,True,False,False
860,0,41,2,0,14.1083,0,False,True,False,True
861,0,21,1,0,11.5,0,True,False,False,True
862,1,48,0,0,25.9292,1,False,False,False,True
863,0,25,8,2,69.55,1,False,True,False,True
864,0,24,0,0,13.0,0,True,False,False,True
865,1,42,0,0,13.0,1,True,False,False,True
866,1,27,1,0,13.8583,1,True,False,False,False
867,0,31,0,0,50.4958,0,False,False,False,True
868,0,25,0,0,9.5,0,False,True,False,True
869,1,4,1,1,11.1333,0,False,True,False,True
870,0,26,0,0,7.8958,0,False,True,False,True
871,1,47,1,1,52.5542,1,False,False,False,True
872,0,33,0,0,5.0,0,False,False,False,True
873,0,47,0,0,9.0,0,False,True,False,True
874,1,28,1,0,24.0,1,True,False,False,False
875,1,15,0,0,7.225,1,False,True,False,False
876,0,20,0,0,9.8458,0,False,True,False,True
877,0,19,0,0,7.8958,0,False,True,False,True
878,0,25,0,0,7.8958,0,False,True,False,True
879,1,56,0,1,83.1583,1,False,False,False,False
880,1,25,0,1,26.0,1,True,False,False,True
881,0,33,0,0,7.8958,0,False,True,False,True
882,0,22,0,0,10.5167,1,False,True,False,True
883,0,28,0,0,10.5,0,True,False,False,True
884,0,25,0,0,7.05,0,False,True,False,True
885,0,39,0,5,29.125,1,False,True,True,False
886,0,27,0,0,13.0,0,True,False,False,True
887,1,19,0,0,30.0,1,False,False,False,True
888,0,25,1,2,23.45,1,False,True,False,True
889,1,26,0,0,30.0,0,False,False,False,False
890,0,32,0,0,7.75,0,False,True,True,False
